prod_id,product_title,dept,price_inr,img,item_description
A146,Strawberry Greek Yogurt,Dairy & Bakery,₹85.00,http://vendor.com/yogurtstrawberry.jpg,High-quality Strawberry Greek Yogurt sourced directly for our Dairy & Bakery section.
A147,Frozen Peas 500g,Staples,₹110.00,http://vendor.com/peas.jpg,Fresh Frozen Peas 500g sourced directly for our Staples section.
A148,Peanut Butter 350g,Snacks,₹210.00,http://vendor.com/pb.jpg,Organic Peanut Butter 350g sourced directly for our Snacks section.
A149,Nachos Cheese,Snacks,₹65.00,http://vendor.com/nachos.jpg,High-quality Nachos Cheese sourced directly for our Snacks section.
A150,Energy Drink 250ml,Beverages,₹120.00,http://vendor.com/energy.jpg,Organic Energy Drink 250ml sourced directly for our Beverages section.
A119,Aloe Vera Shampoo,Personal Care,₹220.00,http://vendor.com/shampoo.jpg,Delicious Aloe Vera Shampoo sourced directly for our Personal Care section.
A151,Green Apple 1kg,Fruits & Veggies,₹240.00,http://vendor.com/greenapple.jpg,Organic Green Apple 1kg sourced directly for our Fruits & Veggies section.
A152,Cabbage 1pc,Fruits & Veggies,₹35.00,http://vendor.com/cabbage.jpg,Premium Cabbage 1pc sourced directly for our Fruits & Veggies section.
A153,Capsicum Green 250g,Fruits & Veggies,₹40.00,http://vendor.com/capsicum.jpg,Fresh Capsicum Green 250g sourced directly for our Fruits & Veggies section.
A154,Cauliflower 1pc,Fruits & Veggies,₹55.00,http://vendor.com/cauliflower.jpg,Fresh Cauliflower 1pc sourced directly for our Fruits & Veggies section.
A155,Brown Bread,Dairy & Bakery,₹50.00,http://vendor.com/brownbread.jpg,Organic Brown Bread sourced directly for our Dairy & Bakery section.
A156,Fruit Cake 200g,Dairy & Bakery,₹120.00,http://vendor.com/cake.jpg,Best-selling Fruit Cake 200g sourced directly for our Dairy & Bakery section.
A157,Soy Milk 1L,Dairy & Bakery,₹160.00,http://vendor.com/soymilk.jpg,Best-selling Soy Milk 1L sourced directly for our Dairy & Bakery section.
A158,Ice Cream Vanilla 700ml,Dairy & Bakery,₹275.00,http://vendor.com/icecream.jpg,High-quality Ice Cream Vanilla 700ml sourced directly for our Dairy & Bakery section.
A159,Microwave Popcorn,Snacks,₹80.00,http://vendor.com/popcorn.jpg,Best-selling Microwave Popcorn sourced directly for our Snacks section.
A160,Cashew Nuts 200g,Snacks,₹380.00,http://vendor.com/cashew.jpg,Best-selling Cashew Nuts 200g sourced directly for our Snacks section.
A161,Pasta Penne 500g,Staples,₹115.00,http://vendor.com/pasta.jpg,Premium Pasta Penne 500g sourced directly for our Staples section.
A162,Olive Oil 1L,Staples,₹1200.00,http://vendor.com/oliveoil.jpg,Premium Olive Oil 1L sourced directly for our Staples section.
A163,Brown Sugar 500g,Staples,₹95.00,http://vendor.com/brownsugar.jpg,Best-selling Brown Sugar 500g sourced directly for our Staples section.
A164,Black Pepper 50g,Staples,₹75.00,http://vendor.com/pepper.jpg,Delicious Black Pepper 50g sourced directly for our Staples section.
A165,Conditioner 200ml,Personal Care,₹250.00,http://vendor.com/conditioner.jpg,High-quality Conditioner 200ml sourced directly for our Personal Care section.
A166,Sunscreen SPF 50,Personal Care,₹450.00,http://vendor.com/sunscreen.jpg,Premium Sunscreen SPF 50 sourced directly for our Personal Care section.
A167,Glass Cleaner 500ml,Home Care,₹95.00,http://vendor.com/glasscleaner.jpg,Premium Glass Cleaner 500ml sourced directly for our Home Care section.
A168,Air Freshener Spray,Home Care,₹140.00,http://vendor.com/airfreshener.jpg,Organic Air Freshener Spray sourced directly for our Home Care section.
A169,Pear 1kg,Fruits & Veggies,₹190.00,http://vendor.com/pear.jpg,Delicious Pear 1kg sourced directly for our Fruits & Veggies section.
A170,Plum 500g,Fruits & Veggies,₹160.00,http://vendor.com/plum.jpg,Delicious Plum 500g sourced directly for our Fruits & Veggies section.
A171,Sweet Potato 500g,Fruits & Veggies,₹45.00,http://vendor.com/sweetpotato.jpg,Delicious Sweet Potato 500g sourced directly for our Fruits & Veggies section.
A172,Ginger 250g,Fruits & Veggies,₹60.00,http://vendor.com/ginger.jpg,High-quality Ginger 250g sourced directly for our Fruits & Veggies section.
A173,Sour Cream 200g,Dairy & Bakery,₹135.00,http://vendor.com/sourcream.jpg,Premium Sour Cream 200g sourced directly for our Dairy & Bakery section.
A174,Blueberry Jam,Staples,₹195.00,http://vendor.com/jam.jpg,Premium Blueberry Jam sourced directly for our Staples section.
A175,Turmeric Powder 200g,Staples,₹85.00,http://vendor.com/turmeric.jpg,Best-selling Turmeric Powder 200g sourced directly for our Staples section.
A176,Atta 10kg,Staples,₹480.00,http://vendor.com/atta.jpg,Organic Atta 10kg sourced directly for our Staples section.
A177,Instant Noodles 4pk,Snacks,₹60.00,http://vendor.com/noodles.jpg,Best-selling Instant Noodles 4pk sourced directly for our Snacks section.
A178,Dark Roasted Coffee,Beverages,₹450.00,http://vendor.com/coffeebeans.jpg,Premium Dark Roasted Coffee sourced directly for our Beverages section.
A179,Lemon Tea Mix,Beverages,₹210.00,http://vendor.com/lemontea.jpg,Delicious Lemon Tea Mix sourced directly for our Beverages section.
A180,Mouthwash 250ml,Personal Care,₹155.00,http://vendor.com/mouthwash.jpg,Fresh Mouthwash 250ml sourced directly for our Personal Care section.
A181,Dragon Fruit 1pc,Fruits & Veggies,₹120.00,http://vendor.com/dragonfruit.jpg,High-quality Dragon Fruit 1pc sourced directly for our Fruits & Veggies section.
A182,Avocado 1pc,Fruits & Veggies,₹180.00,http://vendor.com/avocado.jpg,Premium Avocado 1pc sourced directly for our Fruits & Veggies section.
A183,Mushroom 200g,Fruits & Veggies,₹65.00,http://vendor.com/mushroom.jpg,Best-selling Mushroom 200g sourced directly for our Fruits & Veggies section.
A184,Cucumber 500g,Fruits & Veggies,₹30.00,http://vendor.com/cucumber.jpg,Delicious Cucumber 500g sourced directly for our Fruits & Veggies section.
A185,Tofu 200g,Dairy & Bakery,₹110.00,http://vendor.com/tofu.jpg,Organic Tofu 200g sourced directly for our Dairy & Bakery section.
A186,Garlic 250g,Fruits & Veggies,₹50.00,http://vendor.com/garlic.jpg,Best-selling Garlic 250g sourced directly for our Fruits & Veggies section.
A187,Pistachios 200g,Snacks,₹450.00,http://vendor.com/pista.jpg,Delicious Pistachios 200g sourced directly for our Snacks section.
A188,Coconut Water 200ml,Beverages,₹45.00,http://vendor.com/coconut.jpg,Delicious Coconut Water 200ml sourced directly for our Beverages section.
A189,Iced Coffee Can,Beverages,₹90.00,http://vendor.com/icedcoffee.jpg,Fresh Iced Coffee Can sourced directly for our Beverages section.
A190,Body Lotion 400ml,Personal Care,₹350.00,http://vendor.com/lotion.jpg,High-quality Body Lotion 400ml sourced directly for our Personal Care section.
A144,Potato Jyoti 2kg,Fruits & Veggies,₹70.00,http://vendor.com/potato.jpg,Fresh Potato Jyoti 2kg sourced directly for our Fruits & Veggies section.
A191,Asparagus 250g,Fruits & Veggies,₹250.00,http://vendor.com/asparagus.jpg,Delicious Asparagus 250g sourced directly for our Fruits & Veggies section.
A192,Cherry Tomatoes 250g,Fruits & Veggies,₹85.00,http://vendor.com/cherrytomato.jpg,Fresh Cherry Tomatoes 250g sourced directly for our Fruits & Veggies section.
A193,Brie Cheese 125g,Dairy & Bakery,₹450.00,http://vendor.com/brie.jpg,Fresh Brie Cheese 125g sourced directly for our Dairy & Bakery section.
A194,Mayonnaise 400g,Staples,₹165.00,http://vendor.com/mayo.jpg,Fresh Mayonnaise 400g sourced directly for our Staples section.
A195,Soya Chunks 200g,Staples,₹55.00,http://vendor.com/soya.jpg,Best-selling Soya Chunks 200g sourced directly for our Staples section.
A196,Face Wash 100ml,Personal Care,₹175.00,http://vendor.com/facewash.jpg,Best-selling Face Wash 100ml sourced directly for our Personal Care section.
A197,Kitchen Roll 2ply,Home Care,₹90.00,http://vendor.com/kitchenroll.jpg,Fresh Kitchen Roll 2ply sourced directly for our Home Care section.
A198,Toilet Cleaner 1L,Home Care,₹185.00,http://vendor.com/toiletcleaner.jpg,Delicious Toilet Cleaner 1L sourced directly for our Home Care section.
A199,Papaya 1pc,Fruits & Veggies,₹80.00,http://vendor.com/papaya.jpg,Organic Papaya 1pc sourced directly for our Fruits & Veggies section.
A200,Watermelon 1pc,Fruits & Veggies,₹110.00,http://vendor.com/watermelon.jpg,Premium Watermelon 1pc sourced directly for our Fruits & Veggies section.
A187,Pistachios 200g,Snacks,₹450.00,http://vendor.com/pista.jpg,Organic Pistachios 200g sourced directly for our Snacks section.
A201,Radish 500g,Fruits & Veggies,₹40.00,http://vendor.com/radish.jpg,Delicious Radish 500g sourced directly for our Fruits & Veggies section.
A202,Spring Onion,Fruits & Veggies,₹35.00,http://vendor.com/springonion.jpg,Organic Spring Onion sourced directly for our Fruits & Veggies section.
A203,Red Chilli 100g,Fruits & Veggies,₹40.00,http://vendor.com/chilli.jpg,High-quality Red Chilli 100g sourced directly for our Fruits & Veggies section.
A204,Lemons 4pc,Fruits & Veggies,₹30.00,http://vendor.com/lemon.jpg,High-quality Lemons 4pc sourced directly for our Fruits & Veggies section.
A205,Greek Yogurt Strawberry,Dairy & Bakery,₹85.00,http://vendor.com/yogurtstrawberry.jpg,High-quality Greek Yogurt Strawberry sourced directly for our Dairy & Bakery section.
A206,Low Fat Milk 1L,Dairy & Bakery,₹70.00,http://vendor.com/lowfatmilk.jpg,Premium Low Fat Milk 1L sourced directly for our Dairy & Bakery section.
A207,Butter Cookies 200g,Snacks,₹120.00,http://vendor.com/cookies.jpg,Premium Butter Cookies 200g sourced directly for our Snacks section.
A208,Potato Sticks,Snacks,₹30.00,http://vendor.com/potatosticks.jpg,Best-selling Potato Sticks sourced directly for our Snacks section.
A209,Granola Bars 6pk,Snacks,₹240.00,http://vendor.com/granola.jpg,Delicious Granola Bars 6pk sourced directly for our Snacks section.
A210,Apple Juice 1L,Beverages,₹120.00,http://vendor.com/applejuice.jpg,High-quality Apple Juice 1L sourced directly for our Beverages section.
A211,Black Tea 100g,Beverages,₹180.00,http://vendor.com/blacktea.jpg,Organic Black Tea 100g sourced directly for our Beverages section.
A212,Basmati Rice 1kg,Staples,₹145.00,http://vendor.com/rice1kg.jpg,High-quality Basmati Rice 1kg sourced directly for our Staples section.
A213,Chickpeas 500g,Staples,₹85.00,http://vendor.com/chickpeas.jpg,Premium Chickpeas 500g sourced directly for our Staples section.
A214,Mustard Oil 1L,Staples,₹190.00,http://vendor.com/mustardoil.jpg,Premium Mustard Oil 1L sourced directly for our Staples section.
A215,Sugar 1kg,Staples,₹50.00,http://vendor.com/sugar.jpg,Best-selling Sugar 1kg sourced directly for our Staples section.
A216,Deodorant Spray,Personal Care,₹210.00,http://vendor.com/deo.jpg,Premium Deodorant Spray sourced directly for our Personal Care section.
A217,Shaving Foam,Personal Care,₹185.00,http://vendor.com/shavingfoam.jpg,Fresh Shaving Foam sourced directly for our Personal Care section.
A218,Fabric Softener,Home Care,₹230.00,http://vendor.com/softener.jpg,Fresh Fabric Softener sourced directly for our Home Care section.
A219,Garbage Bags 30pc,Home Care,₹110.00,http://vendor.com/garbagebags.jpg,Premium Garbage Bags 30pc sourced directly for our Home Care section.
A220,Beetroot 500g,Fruits & Veggies,₹45.00,http://vendor.com/beetroot.jpg,Organic Beetroot 500g sourced directly for our Fruits & Veggies section.
A221,Zucchini Green,Fruits & Veggies,₹120.00,http://vendor.com/zucchini.jpg,Premium Zucchini Green sourced directly for our Fruits & Veggies section.
A222,Pumpkin Cut 500g,Fruits & Veggies,₹40.00,http://vendor.com/pumpkin.jpg,Premium Pumpkin Cut 500g sourced directly for our Fruits & Veggies section.
A223,Sweet Corn 2pc,Fruits & Veggies,₹50.00,http://vendor.com/corn.jpg,High-quality Sweet Corn 2pc sourced directly for our Fruits & Veggies section.
A224,Butter 100g,Dairy & Bakery,₹58.00,http://vendor.com/butter100.jpg,Premium Butter 100g sourced directly for our Dairy & Bakery section.
A225,Curd 400g,Dairy & Bakery,₹45.00,http://vendor.com/curd.jpg,Best-selling Curd 400g sourced directly for our Dairy & Bakery section.
A226,Condensed Milk,Dairy & Bakery,₹145.00,http://vendor.com/condensedmilk.jpg,Fresh Condensed Milk sourced directly for our Dairy & Bakery section.
A227,Rice Flour 500g,Staples,₹45.00,http://vendor.com/riceflour.jpg,Delicious Rice Flour 500g sourced directly for our Staples section.
A228,Cumin Seeds 100g,Staples,₹120.00,http://vendor.com/cumin.jpg,Organic Cumin Seeds 100g sourced directly for our Staples section.
A229,Corn Oil 1L,Staples,₹185.00,http://vendor.com/cornoil.jpg,Best-selling Corn Oil 1L sourced directly for our Staples section.
A230,Walnuts 100g,Snacks,₹280.00,http://vendor.com/walnuts.jpg,Delicious Walnuts 100g sourced directly for our Snacks section.
A231,Pretzels 150g,Snacks,₹110.00,http://vendor.com/pretzels.jpg,Organic Pretzels 150g sourced directly for our Snacks section.
A232,Gummy Bears,Snacks,₹65.00,http://vendor.com/gummy.jpg,Premium Gummy Bears sourced directly for our Snacks section.
A233,Soda Water 750ml,Beverages,₹40.00,http://vendor.com/soda.jpg,Best-selling Soda Water 750ml sourced directly for our Beverages section.
A234,Tomato Soup 500ml,Beverages,₹95.00,http://vendor.com/tomatosoup.jpg,High-quality Tomato Soup 500ml sourced directly for our Beverages section.
A235,Lip Balm,Personal Care,₹120.00,http://vendor.com/lipbalm.jpg,Premium Lip Balm sourced directly for our Personal Care section.
A236,Body Wash 250ml,Personal Care,₹195.00,http://vendor.com/bodywash.jpg,High-quality Body Wash 250ml sourced directly for our Personal Care section.
A237,Hair Oil 100ml,Personal Care,₹85.00,http://vendor.com/hairoil.jpg,Premium Hair Oil 100ml sourced directly for our Personal Care section.
A238,Scrub Sponge 3pk,Home Care,₹60.00,http://vendor.com/sponge.jpg,High-quality Scrub Sponge 3pk sourced directly for our Home Care section.
A239,Napkins 100pc,Home Care,₹75.00,http://vendor.com/napkins.jpg,High-quality Napkins 100pc sourced directly for our Home Care section.
A240,Guava 1kg,Fruits & Veggies,₹90.00,http://vendor.com/guava.jpg,Premium Guava 1kg sourced directly for our Fruits & Veggies section.
A241,Custard Apple,Fruits & Veggies,₹180.00,http://vendor.com/custardapple.jpg,Fresh Custard Apple sourced directly for our Fruits & Veggies section.
A242,Bottle Gourd,Fruits & Veggies,₹35.00,http://vendor.com/bottlegourd.jpg,Organic Bottle Gourd sourced directly for our Fruits & Veggies section.
A243,Bitter Gourd 500g,Fruits & Veggies,₹40.00,http://vendor.com/bittergourd.jpg,Premium Bitter Gourd 500g sourced directly for our Fruits & Veggies section.
A244,Cottage Cheese,Dairy & Bakery,₹210.00,http://vendor.com/cottagecheese.jpg,Fresh Cottage Cheese sourced directly for our Dairy & Bakery section.
A245,Feta Cheese 200g,Dairy & Bakery,₹380.00,http://vendor.com/feta.jpg,Best-selling Feta Cheese 200g sourced directly for our Dairy & Bakery section.
A246,Mozzarella Shredded,Dairy & Bakery,₹250.00,http://vendor.com/mozzarella.jpg,Organic Mozzarella Shredded sourced directly for our Dairy & Bakery section.
A247,Pancake Mix 500g,Snacks,₹195.00,http://vendor.com/pancake.jpg,Organic Pancake Mix 500g sourced directly for our Snacks section.
A248,Oats 1kg,Staples,₹185.00,http://vendor.com/oats.jpg,Organic Oats 1kg sourced directly for our Staples section.
A249,Maple Syrup,Staples,₹550.00,http://vendor.com/maplesyrup.jpg,Organic Maple Syrup sourced directly for our Staples section.
A250,Green Olives Jar,Staples,₹175.00,http://vendor.com/olives.jpg,Premium Green Olives Jar sourced directly for our Staples section.
A251,Tomato Paste,Staples,₹45.00,http://vendor.com/tomatopaste.jpg,Organic Tomato Paste sourced directly for our Staples section.
A252,Chilli Flakes,Staples,₹95.00,http://vendor.com/chilliflakes.jpg,Best-selling Chilli Flakes sourced directly for our Staples section.
A253,Oregano 50g,Staples,₹110.00,http://vendor.com/oregano.jpg,Delicious Oregano 50g sourced directly for our Staples section.
A254,Rice Vinegar,Staples,₹140.00,http://vendor.com/vinegar.jpg,High-quality Rice Vinegar sourced directly for our Staples section.
A255,Soy Sauce 200ml,Staples,₹85.00,http://vendor.com/soysauce.jpg,Fresh Soy Sauce 200ml sourced directly for our Staples section.
A256,Cold Coffee 200ml,Beverages,₹65.00,http://vendor.com/coldcoffee.jpg,Premium Cold Coffee 200ml sourced directly for our Beverages section.
A257,Almond Milk 1L,Dairy & Bakery,₹250.00,http://vendor.com/almondmilk.jpg,High-quality Almond Milk 1L sourced directly for our Dairy & Bakery section.
A258,Tonic Water,Beverages,₹65.00,http://vendor.com/tonic.jpg,Premium Tonic Water sourced directly for our Beverages section.
A259,Cotton Pads 50pc,Personal Care,₹125.00,http://vendor.com/cottonpads.jpg,Fresh Cotton Pads 50pc sourced directly for our Personal Care section.
A260,Hand Cream 50g,Personal Care,₹180.00,http://vendor.com/handcream.jpg,Delicious Hand Cream 50g sourced directly for our Personal Care section.
A261,Dishwash Bar 200g,Home Care,₹30.00,http://vendor.com/dishwashbar.jpg,Fresh Dishwash Bar 200g sourced directly for our Home Care section.
A262,Steel Wool 2pk,Home Care,₹45.00,http://vendor.com/steelwool.jpg,Delicious Steel Wool 2pk sourced directly for our Home Care section.
A263,Apricot Dried 200g,Snacks,₹320.00,http://vendor.com/apricot.jpg,Premium Apricot Dried 200g sourced directly for our Snacks section.
A264,Figs Dried 200g,Snacks,₹350.00,http://vendor.com/figs.jpg,Fresh Figs Dried 200g sourced directly for our Snacks section.
A265,Dates Premium 500g,Snacks,₹450.00,http://vendor.com/dates.jpg,Fresh Dates Premium 500g sourced directly for our Snacks section.
A266,Quinoa 500g,Staples,₹299.00,http://vendor.com/quinoa.jpg,Fresh Quinoa 500g sourced directly for our Staples section.
A267,Chia Seeds 100g,Staples,₹150.00,http://vendor.com/chiaseeds.jpg,Premium Chia Seeds 100g sourced directly for our Staples section.
A268,Flax Seeds 200g,Staples,₹110.00,http://vendor.com/flax.jpg,High-quality Flax Seeds 200g sourced directly for our Staples section.
A269,Pink Salt 500g,Staples,₹90.00,http://vendor.com/pinksalt.jpg,High-quality Pink Salt 500g sourced directly for our Staples section.
A270,Baking Soda 100g,Staples,₹30.00,http://vendor.com/bakingsoda.jpg,Best-selling Baking Soda 100g sourced directly for our Staples section.
A271,Baking Powder 100g,Staples,₹45.00,http://vendor.com/bakingpowder.jpg,Delicious Baking Powder 100g sourced directly for our Staples section.
A272,Vanilla Essence,Staples,₹110.00,http://vendor.com/vanilla.jpg,Best-selling Vanilla Essence sourced directly for our Staples section.
A273,Cocoa Powder 100g,Staples,₹165.00,http://vendor.com/cocoa.jpg,Premium Cocoa Powder 100g sourced directly for our Staples section.
A274,Fruit Muesli 500g,Snacks,₹295.00,http://vendor.com/muesli.jpg,Delicious Fruit Muesli 500g sourced directly for our Snacks section.
A275,Hot Sauce 100ml,Staples,₹120.00,http://vendor.com/hotsauce.jpg,High-quality Hot Sauce 100ml sourced directly for our Staples section.
A276,Pickle Mango 500g,Staples,₹145.00,http://vendor.com/pickle.jpg,Fresh Pickle Mango 500g sourced directly for our Staples section.
A277,Lime Pickle 500g,Staples,₹135.00,http://vendor.com/limepickle.jpg,High-quality Lime Pickle 500g sourced directly for our Staples section.
A278,Basil Dried 25g,Staples,₹85.00,http://vendor.com/basil.jpg,High-quality Basil Dried 25g sourced directly for our Staples section.
A279,Rosemary 25g,Staples,₹95.00,http://vendor.com/rosemary.jpg,Best-selling Rosemary 25g sourced directly for our Staples section.
A280,Thyme 25g,Staples,₹95.00,http://vendor.com/thyme.jpg,Fresh Thyme 25g sourced directly for our Staples section.
A281,Cinnamon Sticks,Staples,₹110.00,http://vendor.com/cinnamon.jpg,Organic Cinnamon Sticks sourced directly for our Staples section.
A282,Cloves 50g,Staples,₹150.00,http://vendor.com/cloves.jpg,Delicious Cloves 50g sourced directly for our Staples section.
A283,Cardamom 50g,Staples,₹210.00,http://vendor.com/cardamom.jpg,Organic Cardamom 50g sourced directly for our Staples section.
A284,Coconut Oil 500ml,Staples,₹220.00,http://vendor.com/coconutoil.jpg,Fresh Coconut Oil 500ml sourced directly for our Staples section.
A285,Sesame Oil 200ml,Staples,₹145.00,http://vendor.com/sesameoil.jpg,Premium Sesame Oil 200ml sourced directly for our Staples section.
A286,Peanut Oil 1L,Staples,₹210.00,http://vendor.com/peanutoil.jpg,Best-selling Peanut Oil 1L sourced directly for our Staples section.
A287,Millet 1kg,Staples,₹95.00,http://vendor.com/millet.jpg,Delicious Millet 1kg sourced directly for our Staples section.
A288,Barley 500g,Staples,₹65.00,http://vendor.com/barley.jpg,Premium Barley 500g sourced directly for our Staples section.
A289,Saffron 1g,Staples,₹350.00,http://vendor.com/saffron.jpg,Delicious Saffron 1g sourced directly for our Staples section.
A290,Tamarind 200g,Staples,₹55.00,http://vendor.com/tamarind.jpg,Best-selling Tamarind 200g sourced directly for our Staples section.
A291,Cane Sugar 1kg,Staples,₹95.00,http://vendor.com/canesugar.jpg,High-quality Cane Sugar 1kg sourced directly for our Staples section.
